,DES,T/K,V/cP,MCI,Avg Molar, omega
477,DES13,321.65,0.031,0.03014588,147.54,4.5794
478,DES13,322.45,0.03,0.029309474,147.54,4.5794
479,DES13,323.25,0.03,0.028505042,147.54,4.5794
480,DES14,293.05,0.109,0.108591543,148.07,5.7999
481,DES14,293.85,0.104,0.103858981,148.07,5.7999
482,DES14,294.65,0.1,0.099398489,148.07,5.7999
483,DES14,295.45,0.096,0.095191019,148.07,5.7999
484,DES14,296.25,0.092,0.091219083,148.07,5.7999
485,DES14,297.05,0.088,0.087466602,148.07,5.7999
486,DES14,297.85,0.084,0.083918783,148.07,5.7999
487,DES14,298.55,0.081,0.080971589,148.07,5.7999
488,DES14,299.35,0.078,0.07777162,148.07,5.7999
489,DES14,300.15,0.075,0.074739922,148.07,5.7999
490,DES14,300.95,0.072,0.071865675,148.07,5.7999
491,DES14,301.65,0.069,0.069471982,148.07,5.7999
492,DES14,302.45,0.067,0.066866571,148.07,5.7999
493,DES14,303.25,0.064,0.064391802,148.07,5.7999
494,DES14,303.95,0.062,0.062327219,148.07,5.7999
495,DES14,304.75,0.06,0.060076218,148.07,5.7999
496,DES14,305.55,0.058,0.057934296,148.07,5.7999
497,DES14,306.25,0.056,0.056144481,148.07,5.7999
498,DES14,307.05,0.055,0.05418995,148.07,5.7999
499,DES14,307.85,0.053,0.052327035,148.07,5.7999
500,DES14,308.65,0.051,0.050550454,148.07,5.7999
501,DES14,309.35,0.049,0.049062888,148.07,5.7999
502,DES14,310.15,0.047,0.047435176,148.07,5.7999
503,DES14,310.95,0.046,0.045880514,148.07,5.7999
504,DES14,311.65,0.045,0.044576927,148.07,5.7999
505,DES14,312.45,0.044,0.043148553,148.07,5.7999
506,DES14,313.25,0.042,0.041782307,148.07,5.7999
507,DES14,313.95,0.041,0.04063518,148.07,5.7999
508,DES14,314.75,0.04,0.039376601,148.07,5.7999
509,DES14,315.55,0.039,0.038171118,148.07,5.7999
510,DES14,316.25,0.038,0.037157694,148.07,5.7999
511,DES14,317.05,0.037,0.036044436,148.07,5.7999
512,DES14,317.85,0.036,0.034976762,148.07,5.7999
513,DES14,318.65,0.035,0.033952362,148.07,5.7999
514,DES14,319.35,0.034,0.033089799,148.07,5.7999
515,DES14,320.15,0.033,0.032140783,148.07,5.7999
516,DES14,320.95,0.032,0.031229135,148.07,5.7999
517,DES14,321.65,0.031,0.030460659,148.07,5.7999
518,DES14,322.45,0.031,0.029614239,148.07,5.7999
519,DES14,323.25,0.03,0.028800218,148.07,5.7999
520,DES15,293.05,0.114,0.113156557,148.49,7.0204
521,DES15,293.85,0.109,0.10818498,148.49,7.0204
522,DES15,294.65,0.105,0.103501297,148.49,7.0204
523,DES15,295.45,0.099,0.099085213,148.49,7.0204
524,DES15,296.25,0.095,0.094918106,148.49,7.0204
525,DES15,297.05,0.091,0.090982866,148.49,7.0204
526,DES15,297.75,0.087,0.087717334,148.49,7.0204
527,DES15,298.55,0.084,0.08417542,148.49,7.0204
528,DES15,299.35,0.081,0.080823413,148.49,7.0204
529,DES15,300.15,0.078,0.077648873,148.49,7.0204
530,DES15,300.85,0.075,0.075007677,148.49,7.0204
531,DES15,301.65,0.072,0.072135615,148.49,7.0204
532,DES15,302.45,0.069,0.069410285,148.49,7.0204
533,DES15,303.25,0.067,0.066822508,148.49,7.0204
534,DES15,303.95,0.064,0.064664336,148.49,7.0204
535,DES15,304.75,0.062,0.062312028,148.49,7.0204
536,DES15,305.55,0.06,0.060074439,148.49,7.0204
537,DES15,306.25,0.058,0.058205244,148.49,7.0204
538,DES15,307.05,0.057,0.056164627,148.49,7.0204
539,DES15,307.85,0.055,0.054220259,148.49,7.0204
540,DES15,308.65,0.053,0.052366558,148.49,7.0204
541,DES15,309.35,0.051,0.050814849,148.49,7.0204
542,DES15,310.15,0.049,0.04911741,148.49,7.0204
543,DES15,310.95,0.048,0.047496612,148.49,7.0204
544,DES15,311.65,0.047,0.046137925,148.49,7.0204
545,DES15,312.45,0.046,0.044649559,148.49,7.0204
546,DES15,313.25,0.044,0.043226314,148.49,7.0204
547,DES15,313.95,0.043,0.042031624,148.49,7.0204
548,DES15,314.75,0.041,0.04072118,148.49,7.0204
549,DES15,315.55,0.04,0.03946634,148.49,7.0204
550,DES15,316.25,0.039,0.03841167,148.49,7.0204
551,DES15,317.05,0.038,0.03725337,148.49,7.0204
552,DES15,317.85,0.037,0.036142767,148.49,7.0204
553,DES15,318.55,0.036,0.035208201,148.49,7.0204
554,DES15,319.35,0.035,0.034180594,148.49,7.0204
555,DES15,320.15,0.035,0.033194082,148.49,7.0204
556,DES15,320.95,0.034,0.032246627,148.49,7.0204
557,DES15,321.65,0.033,0.031448134,148.49,7.0204
558,DES15,322.45,0.032,0.030568833,148.49,7.0204
559,DES15,323.25,0.031,0.02972337,148.49,7.0204
560,DES17,293.05,0.1922,0.193097075,159.48,3.986
561,DES17,293.85,0.1834,0.183743036,159.48,3.986
562,DES17,294.65,0.1735,0.174980505,159.48,3.986
563,DES17,295.45,0.1658,0.166764166,159.48,3.986
564,DES17,296.25,0.157,0.159052743,159.48,3.986
565,DES17,297.05,0.1493,0.151808594,159.48,3.986
566,DES17,297.75,0.1405,0.14582618,159.48,3.986
567,DES17,298.55,0.1339,0.139367853,159.48,3.986
568,DES17,299.35,0.1273,0.1332857,159.48,3.986
569,DES17,300.15,0.1218,0.127553074,159.48,3.986
570,DES17,300.85,0.1163,0.122804483,159.48,3.986
571,DES17,301.65,0.1108,0.117662913,159.48,3.986
572,DES17,302.45,0.1053,0.112805831,159.48,3.986
573,DES17,303.25,0.1009,0.108214046,159.48,3.986
574,DES17,303.95,0.0965,0.104399932,159.48,3.986
575,DES17,304.75,0.0921,0.100259026,159.48,3.986
576,DES17,305.55,0.0877,0.096336216,159.48,3.986
577,DES17,306.25,0.0844,0.093071604,159.48,3.986
578,DES17,307.05,0.0811,0.089520729,159.48,3.986
579,DES17,307.85,0.0778,0.086150377,159.48,3.986
580,DES17,308.65,0.0745,0.082949315,159.48,3.986
581,DES17,309.35,0.0712,0.080279052,159.48,3.986
582,DES17,310.15,0.069,0.077367934,159.48,3.986
583,DES17,310.95,0.0657,0.074598143,159.48,3.986
584,DES17,311.65,0.0635,0.072283879,159.48,3.986
585,DES17,312.45,0.0613,0.069756857,159.48,3.986
586,DES17,313.25,0.0591,0.067348515,159.48,3.986
587,DES17,313.95,0.0569,0.065333175,159.48,3.986
588,DES17,314.75,0.0547,0.063129267,159.48,3.986
589,DES17,315.55,0.0525,0.061025574,159.48,3.986
590,DES17,316.25,0.0514,0.059262633,159.48,3.986
591,DES17,317.05,0.0492,0.05733202,159.48,3.986
592,DES17,317.85,0.0481,0.055486474,159.48,3.986
593,DES17,318.55,0.0459,0.053937764,159.48,3.986
594,DES17,319.35,0.0448,0.0522395,159.48,3.986
595,DES17,320.15,0.0437,0.050613801,159.48,3.986
596,DES17,320.95,0.0415,0.04905684,159.48,3.986
597,DES17,321.65,0.0404,0.047748058,159.48,3.986
598,DES17,322.45,0.0393,0.04631048,159.48,3.986
599,DES17,323.25,0.0382,0.044931904,159.48,3.986
600,DES18,293.05,0.1656,0.166047776,135.86,4.3875
601,DES18,293.85,0.159,0.158013768,135.86,4.3875
602,DES18,294.65,0.1502,0.150487242,135.86,4.3875
603,DES18,295.45,0.1425,0.143429357,135.86,4.3875
604,DES18,296.25,0.1348,0.136804735,135.86,4.3875
605,DES18,297.05,0.1282,0.130581108,135.86,4.3875
606,DES18,297.75,0.1216,0.125441148,135.86,4.3875
607,DES18,298.55,0.115,0.119891957,135.86,4.3875
608,DES18,299.35,0.1097,0.114665655,135.86,4.3875
609,DES18,300.15,0.1053,0.109739392,135.86,4.3875
610,DES18,300.85,0.0998,0.105658515,135.86,4.3875
611,DES18,301.65,0.0954,0.101239674,135.86,4.3875
612,DES18,302.45,0.091,0.09706509,135.86,4.3875
613,DES18,303.25,0.0866,0.093118303,135.86,4.3875
614,DES18,303.95,0.0833,0.089839779,135.86,4.3875
615,DES18,304.75,0.0789,0.086280172,135.86,4.3875
616,DES18,305.55,0.0756,0.082907868,135.86,4.3875
617,DES18,306.25,0.0723,0.080101258,135.86,4.3875
618,DES18,307.05,0.0701,0.0770484,135.86,4.3875
619,DES18,307.85,0.0668,0.074150603,135.86,4.3875
620,DES18,308.55,0.0635,0.071734634,135.86,4.3875
621,DES18,309.35,0.0613,0.069102147,135.86,4.3875
622,DES18,310.15,0.0591,0.066598854,135.86,4.3875
623,DES18,310.95,0.0569,0.064216981,135.86,4.3875
624,DES18,311.65,0.0547,0.062226752,135.86,4.3875
625,DES18,312.45,0.0525,0.060053467,135.86,4.3875
626,DES18,313.25,0.0503,0.05798216,135.86,4.3875
627,DES18,313.95,0.0492,0.056248788,135.86,4.3875
628,DES18,314.75,0.047,0.054353157,135.86,4.3875
629,DES18,315.55,0.0448,0.05254365,135.86,4.3875
630,DES18,316.35,0.0437,0.050815451,135.86,4.3875
631,DES18,317.05,0.0415,0.049366433,135.86,4.3875
632,DES18,317.85,0.0404,0.047778795,135.86,4.3875
633,DES18,318.55,0.0393,0.046446464,135.86,4.3875
634,DES18,319.35,0.0382,0.044985423,135.86,4.3875
635,DES18,320.15,0.0371,0.043586761,135.86,4.3875
636,DES18,320.95,0.036,0.042247189,135.86,4.3875
637,DES18,321.65,0.0349,0.041121107,135.86,4.3875
638,DES18,322.45,0.0338,0.039884169,135.86,4.3875
639,DES18,323.25,0.0327,0.038697958,135.86,4.3875
640,DES19,293.05,0.1695,0.169620842,121.1,4.789
641,DES19,293.85,0.1627,0.161223509,121.1,4.789
642,DES19,294.65,0.1546,0.153367739,121.1,4.789
643,DES19,295.45,0.1477,0.146011262,121.1,4.789
644,DES19,296.25,0.1396,0.139115644,121.1,4.789
645,DES19,297.05,0.1329,0.132645895,121.1,4.789
646,DES19,297.75,0.1274,0.127309067,121.1,4.789
647,DES19,298.55,0.1206,0.121554051,121.1,4.789
648,DES19,299.35,0.1152,0.116140488,121.1,4.789
649,DES19,300.15,0.1098,0.111043766,121.1,4.789
650,DES19,300.85,0.1057,0.106826273,121.1,4.789
651,DES19,301.65,0.1017,0.102264341,121.1,4.789
652,DES19,302.45,0.0962,0.097959342,121.1,4.789
653,DES19,303.25,0.0921,0.093893654,121.1,4.789
654,DES19,303.95,0.088,0.09051971,121.1,4.789
655,DES19,304.75,0.0854,0.086860046,121.1,4.789
656,DES19,305.55,0.0826,0.083396455,121.1,4.789
657,DES19,306.25,0.0786,0.080516547,121.1,4.789
658,DES19,307.05,0.0758,0.077386801,121.1,4.789
659,DES19,307.85,0.0732,0.074418837,121.1,4.789
660,DES19,308.65,0.0704,0.071602429,121.1,4.789
661,DES19,309.35,0.0677,0.069254936,121.1,4.789
662,DES19,310.15,0.065,0.066697722,121.1,4.789
663,DES19,310.95,0.0623,0.064266666,121.1,4.789
664,DES19,311.65,0.061,0.06223697,121.1,4.789
665,DES19,312.45,0.0582,0.060022326,121.1,4.789
666,DES19,313.25,0.0555,0.057913335,121.1,4.789
667,DES19,313.95,0.0542,0.056149761,121.1,4.789
668,DES19,314.75,0.0528,0.054222528,121.1,4.789
669,DES19,315.55,0.0514,0.05238428,121.1,4.789
670,DES19,316.25,0.0488,0.05084483,121.1,4.789
671,DES19,317.05,0.0473,0.049160081,121.1,4.789
672,DES19,317.85,0.046,0.047550684,121.1,4.789
673,DES19,318.65,0.0447,0.046012489,121.1,4.789
674,DES19,319.35,0.0433,0.044721918,121.1,4.789
675,DES19,320.15,0.042,0.043306962,121.1,4.789
676,DES19,320.95,0.0406,0.041952707,121.1,4.789
677,DES19,321.65,0.0392,0.040814997,121.1,4.789
678,DES19,322.45,0.0379,0.039566054,121.1,4.789
679,DES19,323.25,0.0379,0.038369104,121.1,4.789
680,DES20,293.05,0.1787,0.178537461,109.3,5.1905
681,DES20,293.85,0.1672,0.169472838,109.3,5.1905
682,DES20,294.65,0.1604,0.161006348,109.3,5.1905
683,DES20,295.45,0.1532,0.153090279,109.3,5.1905
684,DES20,296.25,0.1459,0.145681343,109.3,5.1905
685,DES20,297.05,0.1396,0.138740214,109.3,5.1905
686,DES20,297.75,0.1344,0.133022267,109.3,5.1905
687,DES20,298.55,0.1282,0.126864353,109.3,5.1905
688,DES20,299.35,0.1219,0.121079715,109.3,5.1905
689,DES20,300.15,0.1163,0.115640894,109.3,5.1905
690,DES20,300.85,0.1119,0.111145815,109.3,5.1905
691,DES20,301.65,0.1069,0.106289413,109.3,5.1905
692,DES20,302.45,0.1022,0.101712221,109.3,5.1905
693,DES20,303.25,0.098,0.09739471,109.3,5.1905
694,DES20,303.95,0.0944,0.093815773,109.3,5.1905
695,DES20,304.75,0.0905,0.089937969,109.3,5.1905
696,DES20,305.55,0.0868,0.086272082,109.3,5.1905
697,DES20,306.25,0.0836,0.083227141,109.3,5.1905
698,DES20,307.05,0.0802,0.079921404,109.3,5.1905
699,DES20,307.85,0.077,0.076789875,109.3,5.1905
700,DES20,308.65,0.0738,0.073821339,109.3,5.1905
701,DES20,309.35,0.0713,0.071349405,109.3,5.1905
702,DES20,310.15,0.0685,0.068659144,109.3,5.1905
703,DES20,310.95,0.0657,0.066104097,109.3,5.1905
704,DES20,311.65,0.0634,0.063972794,109.3,5.1905
705,DES20,312.45,0.0623,0.061649324,109.3,5.1905
706,DES20,313.25,0.0586,0.059438728,109.3,5.1905
707,DES20,313.95,0.0565,0.057591751,109.3,5.1905
708,DES20,314.75,0.0543,0.055575043,109.3,5.1905
709,DES20,315.55,0.0522,0.053653115,109.3,5.1905
710,DES20,316.25,0.0504,0.052044869,109.3,5.1905
711,DES20,317.05,0.0486,0.050286203,109.3,5.1905
712,DES20,317.85,0.0467,0.048607567,109.3,5.1905
713,DES20,318.55,0.0451,0.047200881,109.3,5.1905
714,DES20,319.35,0.0434,0.04566046,109.3,5.1905
715,DES20,320.15,0.0417,0.044187967,109.3,5.1905
716,DES20,320.95,0.0402,0.042779711,109.3,5.1905
717,DES20,321.65,0.0389,0.041597463,109.3,5.1905
718,DES20,322.45,0.0374,0.040300516,109.3,5.1905
719,DES20,323.25,0.036,0.039058453,109.3,5.1905
720,DES22,293.05,2.7767,2.773862891,179.6,4.5615
721,DES22,293.85,2.6153,2.546646253,179.6,4.5615
722,DES22,294.65,2.4947,2.34271622,179.6,4.5615
723,DES22,295.45,2.3481,2.159247637,179.6,4.5615
724,DES22,296.25,2.195,1.993808031,179.6,4.5615
725,DES22,297.05,2.041,1.844296446,179.6,4.5615
726,DES22,297.75,1.8944,1.725102859,179.6,4.5615
727,DES22,298.55,1.7543,1.600739179,179.6,4.5615
728,DES22,299.35,1.6281,1.487686467,179.6,4.5615
729,DES22,300.15,1.514,1.384720802,179.6,4.5615
730,DES22,300.85,1.4073,1.302054611,179.6,4.5615
731,DES22,301.65,1.3006,1.215217222,179.6,4.5615
732,DES22,302.45,1.2079,1.135724791,179.6,4.5615
733,DES22,303.25,1.1272,1.062835929,179.6,4.5615
